id,brand,line,format,life_stage,breed_size,primary_proteins,grain_free,ingredients,allergen_tags,protein_pct,fat_pct,ash_pct,fiber_pct,moisture_pct,calcium_pct,phosphorus_pct,omega_6_fatty_acids,omega_3_fatty_acids,DHA,EPA,kcal_per_cup,kcal_per_kg,kibble_size,tags,size_kg,price,price_per_kg,retailer,image,source_url,updated_at
OpenFarm-RawMix-Front-Range-GF,Open Farm,RawMix Grain-Free,dry,all,all,"Beef,Lamb,Pork",TRUE,"Beef, Lamb, Pork, Beef Meal, Lamb Meal, Lentils, Chickpeas, Peas, Beef Fat, Freeze-Dried Beef, Freeze-Dried Beef Liver, Freeze-Dried Beef Heart, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Beef Bone Broth, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","beef,lamb,pork,fish",33.0,17.0,7.0,5.0,10.0,1.4,1.1,2.5,0.5,0.15,0.1,440,3926,regular,"ethically-sourced,raw-coated,bone-broth",9.07,124.99,13.78,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-RawMix-GF-2023-FrontRange-FOP.png,https://www.petvalu.ca/product/open-farm-rawmix-front-range-grain-free-recipe-dog-food/FCM07084,2026-03-03
OpenFarm-RawMix-Front-Range-AG,Open Farm,RawMix Ancient Grains,dry,all,all,"Beef,Lamb,Pork",FALSE,"Beef, Lamb, Pork, Beef Meal, Lamb Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Beef Fat, Freeze-Dried Beef, Freeze-Dried Beef Liver, Freeze-Dried Beef Heart, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Beef Bone Broth, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","beef,lamb,pork,fish,grain",30.0,16.0,7.0,5.0,10.0,1.3,1.0,2.5,0.5,0.15,0.1,430,3838,regular,"ethically-sourced,raw-coated,bone-broth",9.07,121.99,13.45,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-RawMix-AG-2023-FrontRange-FOP.png,https://www.petvalu.ca/product/open-farm-rawmix-front-range-ancient-grains-recipe-dog-food/FCM07341,2026-03-03
OpenFarm-RawMix-Wild-Ocean-GF,Open Farm,RawMix Grain-Free,dry,all,all,"Whitefish,Salmon,Rockfish",TRUE,"Whitefish, Salmon, Rockfish, Whitefish Meal, Salmon Meal, Lentils, Chickpeas, Peas, Canola Oil, Freeze-Dried Whitefish, Freeze-Dried Salmon, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Fish Bone Broth, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract",fish,33.0,16.0,7.0,5.0,10.0,1.4,1.1,2.5,0.8,0.15,0.08,420,3749,regular,"ethically-sourced,raw-coated,bone-broth",9.07,118.99,13.12,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-RawMix-GF-2023-WildOcean-FOP.png,https://www.petvalu.ca/product/open-farm-rawmix-wild-ocean-grain-free-recipe-dog-food/FCM06920,2026-03-03
OpenFarm-RawMix-Wild-Ocean-AG,Open Farm,RawMix Ancient Grains,dry,all,all,"Whitefish,Salmon,Rockfish",FALSE,"Whitefish, Salmon, Rockfish, Whitefish Meal, Salmon Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Canola Oil, Freeze-Dried Whitefish, Freeze-Dried Salmon, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Fish Bone Broth, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","fish,grain",30.0,14.0,7.0,5.0,10.0,1.3,1.0,2.5,0.8,0.15,0.08,407,3632,regular,"ethically-sourced,raw-coated,bone-broth",9.07,116.99,12.9,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-RawMix-AG-2023-WildOcean-FOP.png,https://www.petvalu.ca/product/open-farm-rawmix-wild-ocean-ancient-grains-recipe-dog-food/FCM07343,2026-03-03
OpenFarm-RawMix-Tide-Terrain-GF,Open Farm,RawMix Grain-Free,dry,all,all,"Pollock,Salmon,Beef",TRUE,"Alaskan Pollock, Salmon, Beef, Pollock Meal, Salmon Meal, Beef Meal, Lentils, Chickpeas, Peas, Beef Fat, Freeze-Dried Beef, Freeze-Dried Salmon, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Fish Bone Broth, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","beef,fish",33.0,16.0,7.0,5.0,10.0,1.4,1.1,2.5,0.6,0.1,0.05,430,3838,regular,"ethically-sourced,raw-coated,bone-broth",9.07,121.99,13.45,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDPImages-Dog-RawMix-GFTide_Terrain-FDR-2024_7ee7ac68-1d41-4af7-9e8f-c19593faf898.png,https://www.petvalu.ca/product/open-farm-rawmix-tide-terrain-grain-free-recipe-dog-food/FCM04995,2026-03-03
OpenFarm-RawMix-Tide-Terrain-AG,Open Farm,RawMix Ancient Grains,dry,all,all,"Pollock,Salmon,Beef",FALSE,"Alaskan Pollock, Salmon, Beef, Pollock Meal, Salmon Meal, Beef Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Beef Fat, Freeze-Dried Beef, Freeze-Dried Salmon, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Fish Bone Broth, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","beef,fish,grain",30.0,15.0,7.0,5.0,10.0,1.3,1.0,2.5,0.6,0.1,0.05,418,3729,regular,"ethically-sourced,raw-coated,bone-broth",9.07,116.99,12.9,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDPImages-Dog-RawMix-AGTide_Terrain-FDR-2024_07d4c065-1f5e-42f9-99e6-793af6b2c2a3.png,https://www.petvalu.ca/product/open-farm-rawmix-tide-terrain-ancient-grains-recipe-dog-food/FCM04996,2026-03-03
OpenFarm-RawMix-Open-Prairie-GF,Open Farm,RawMix Grain-Free,dry,all,all,"Chicken,Turkey",TRUE,"Chicken, Turkey, Chicken Meal, Turkey Meal, Lentils, Chickpeas, Peas, Chicken Fat, Freeze-Dried Chicken, Freeze-Dried Chicken Liver, Freeze-Dried Chicken Heart, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Chicken Bone Broth, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","chicken,turkey,fish",33.0,17.0,7.0,5.0,10.0,1.4,1.1,2.5,0.5,0.15,0.1,440,3926,regular,"ethically-sourced,raw-coated,bone-broth",9.07,118.99,13.12,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-RawMix-GF-2023-Prairie-FOP.png,https://www.petvalu.ca/product/open-farm-rawmix-open-prairie-grain-free-recipe-dog-food/FCM06918,2026-03-03
OpenFarm-RawMix-Open-Prairie-AG,Open Farm,RawMix Ancient Grains,dry,all,all,"Chicken,Turkey",FALSE,"Chicken, Turkey, Chicken Meal, Turkey Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Chicken Fat, Freeze-Dried Chicken, Freeze-Dried Chicken Liver, Freeze-Dried Chicken Heart, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Chicken Bone Broth, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","chicken,turkey,fish,grain",30.0,16.0,7.0,5.0,10.0,1.3,1.0,2.5,0.5,0.15,0.1,430,3838,regular,"ethically-sourced,raw-coated,bone-broth",9.07,114.99,12.68,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP-Images-DryDog-RawMix-AG-2023-Prairie-FOP.png,https://www.petvalu.ca/product/open-farm-rawmix-open-prairie-recipe-ancient-grains-adult-dog-food/FCM07342,2026-03-03
OpenFarm-RawMix-Large-Breed-AG,Open Farm,RawMix Ancient Grains,dry,all,large,"Salmon,Chicken,Turkey",FALSE,"Salmon, Chicken, Turkey, Salmon Meal, Chicken Meal, Turkey Meal, Steel Cut Oats, Quinoa, Sorghum, Millet, Chicken Fat, Freeze-Dried Salmon, Freeze-Dried Chicken, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Bone Broth, Salmon Oil, Glucosamine Hydrochloride, Chondroitin Sulfate, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, L-Carnitine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","chicken,turkey,fish,grain",28.0,13.0,7.0,5.0,10.0,1.2,1.0,2.5,0.6,0.1,0.05,390,3481,large,"ethically-sourced,raw-coated,bone-broth,joint-support",9.07,106.99,11.8,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDP_Images-Dog-RawMix-AGLargeBreed-FDR-2024.png,https://www.petvalu.ca/product/open-farm-rawmix-large-breed-ancient-grains-recipe-dog-food/FCM04994,2026-03-03
OpenFarm-RawMix-Large-Breed-GF,Open Farm,RawMix Grain-Free,dry,all,large,"Salmon,Chicken,Turkey",TRUE,"Salmon, Chicken, Turkey, Salmon Meal, Chicken Meal, Turkey Meal, Lentils, Chickpeas, Peas, Chicken Fat, Freeze-Dried Salmon, Freeze-Dried Chicken, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Bone Broth, Salmon Oil, Glucosamine Hydrochloride, Chondroitin Sulfate, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, L-Carnitine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","chicken,turkey,fish",30.0,13.0,7.0,5.0,10.0,1.2,1.0,2.5,0.6,0.1,0.05,390,3481,large,"ethically-sourced,raw-coated,bone-broth,joint-support",9.07,111.99,12.35,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDP_Images-Dog-RawMix-GFLargeBreed-FDR-2024.png,https://www.petvalu.ca/product/open-farm-rawmix-large-breed-grain-free-recipe-dog-food/FCM04993,2026-03-03
OpenFarm-Goodbowl-Chicken-Brown-Rice,Open Farm,Goodbowl,dry,all,all,Chicken,FALSE,"Chicken, Chicken Meal, Brown Rice, Oatmeal, Barley, Chicken Fat, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Rosemary Extract","chicken,grain",25.0,14.0,7.0,5.0,10.0,1.1,0.9,2.0,0.4,0.15,0.1,390,3481,regular,"ethically-sourced,oven-baked",9.98,81.99,8.22,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDPImages-Dog-Goodbowl-Kibble-Chicken-Hero-2024.png,https://www.petvalu.ca/product/open-farm-goodbowl-harvest-chicken-brown-rice-recipe-dog-food/FCM07213,2026-03-03
OpenFarm-Goodbowl-Beef-Brown-Rice,Open Farm,Goodbowl,dry,all,all,Beef,FALSE,"Beef, Beef Meal, Brown Rice, Oatmeal, Barley, Beef Fat, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Rosemary Extract","beef,grain",25.0,14.0,7.0,5.0,10.0,1.1,0.9,2.0,0.4,0.15,0.1,390,3481,regular,"ethically-sourced,oven-baked",9.98,86.99,8.72,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDPImages-Dog-Goodbowl-Kibble-Beef-Hero-2024.png,https://www.petvalu.ca/product/open-farm-goodbowl-grass-fed-beef-brown-rice-recipe-dog-food/FCM07214,2026-03-03
OpenFarm-Goodbowl-Salmon-Brown-Rice,Open Farm,Goodbowl,dry,all,all,Salmon,FALSE,"Salmon, Salmon Meal, Brown Rice, Oatmeal, Barley, Canola Oil, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Rosemary Extract","fish,grain",25.0,14.0,7.0,5.0,10.0,1.1,0.9,2.0,0.6,0.05,0.03,390,3481,regular,"ethically-sourced,oven-baked",9.98,81.99,8.22,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDPImages-Dog-Goodbowl-Kibble-Salmon-Hero-2024.png,https://www.petvalu.ca/product/open-farm-goodbowl-wild-caught-salmon-brown-rice-recipe-dog-food/FCM07215,2026-03-03
OpenFarm-Salmon-Oatmeal-Skin-Coat,Open Farm,Functional,dry,all,all,Salmon,FALSE,"Salmon, Salmon Meal, Oatmeal, Steel Cut Oats, Barley, Canola Oil, Salmon Oil, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Biotin, Zinc Sulfate, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","fish,grain",28.0,16.0,7.0,5.0,10.0,1.2,1.0,3.0,1.0,0.15,0.08,410,3659,regular,"ethically-sourced,skin-coat,functional",9.98,106.99,10.72,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDPImages-FunctionalKibble_2024_SkinCoat01.png,https://www.petvalu.ca/product/open-farm-salmon-oatmeal-skin-coat-recipe-dog-food/FCM08827,2026-03-03
OpenFarm-Chicken-Whitefish-Healthy-Weight,Open Farm,Functional,dry,adult,all,"Chicken,Whitefish",FALSE,"Chicken, Whitefish, Chicken Meal, Whitefish Meal, Oatmeal, Steel Cut Oats, Barley, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, L-Carnitine, Herring Oil, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","chicken,fish,grain",28.0,10.0,7.0,7.0,10.0,1.2,1.0,2.0,0.5,0.3,0.2,340,3035,regular,"ethically-sourced,weight-management,functional",9.98,106.99,10.72,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDPImages-FunctionalKibble_2024_HealthyWeight01.png,https://www.petvalu.ca/product/open-farm-chicken-whitefish-healthy-weight-recipe-dog-food/FCM08825,2026-03-03
OpenFarm-Pollock-Oatmeal-Digestive,Open Farm,Functional,dry,all,all,Pollock,FALSE,"Alaskan Pollock, Pollock Meal, Oatmeal, Steel Cut Oats, Barley, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Herring Oil, Dried Bacillus coagulans Fermentation Product, Dried Bacillus subtilis Fermentation Product, Postbiotics (Dried Saccharomyces cerevisiae Fermentation Product), Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Taurine, Choline Chloride, Dried Chicory Root, Dried Kelp, Cranberries, Rosemary Extract, Green Tea Extract, Spearmint Extract","fish,grain",27.0,14.0,7.0,5.0,10.0,1.2,1.0,2.5,0.8,0.1,0.05,400,3570,regular,"ethically-sourced,digestive-health,functional,probiotics",9.98,106.99,10.72,PetValu.ca,https://openfarmpet.com/cdn/shop/files/PDPImages-FunctionalKibble_2024_Digestive_01.png,https://www.petvalu.ca/product/open-farm-pollock-oatmeal-digestive-health-recipe-dog-food/FCM08826,2026-03-03
OpenFarm-Epic-Blend-Chicken,Open Farm,Epic Blend,dry,all,all,Chicken,TRUE,"Oven-Baked Chicken Kibble (Chicken, Chicken Meal, Lentils, Chickpeas, Peas, Chicken Fat, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil), Air-Dried Chicken Morsels (Chicken, Coconut Glycerin, Flaxseed, Coconut Oil), Chicken Liver Pieces, Dried Bacillus coagulans Fermentation Product, Blueberries, Spinach, Kale, Turmeric, Cranberries, Broccoli, Pumpkin Seeds, Ginger Root, Dried Kelp, Rosemary Extract, Green Tea Extract",chicken,35.0,18.0,7.0,5.0,10.0,1.3,1.0,2.5,0.5,0.15,0.1,450,4016,regular,"ethically-sourced,oven-baked,air-dried,superfood,probiotics",8.16,121.99,14.95,PetValu.ca,https://openfarmpet.com/cdn/shop/files/OF_EpicBlend_CollectionPage-Tile_Render_Chicken.png,https://www.petvalu.ca/product/open-farm-epic-blend-chicken-superfood-recipe-dog-food/FCM07790,2026-03-03
OpenFarm-Epic-Blend-Salmon,Open Farm,Epic Blend,dry,all,all,Salmon,TRUE,"Oven-Baked Salmon Kibble (Salmon, Salmon Meal, Lentils, Chickpeas, Peas, Canola Oil, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil), Air-Dried Salmon Morsels (Salmon, Coconut Glycerin, Flaxseed, Coconut Oil), Whitefish Pieces, Dried Bacillus coagulans Fermentation Product, Blueberries, Spinach, Kale, Turmeric, Cranberries, Broccoli, Pumpkin Seeds, Ginger Root, Dried Kelp, Rosemary Extract, Green Tea Extract",fish,35.0,16.0,7.0,5.0,10.0,1.3,1.0,3.0,1.0,0.15,0.08,430,3838,regular,"ethically-sourced,oven-baked,air-dried,superfood,probiotics",8.16,121.99,14.95,PetValu.ca,https://openfarmpet.com/cdn/shop/files/OF_EpicBlend_CollectionPage-Tile_Render_Salmon.png,https://www.petvalu.ca/product/open-farm-epic-blend-salmon-superfood-recipe-dog-food/FCM07791,2026-03-03
OpenFarm-Epic-Blend-Beef,Open Farm,Epic Blend,dry,all,all,Beef,TRUE,"Oven-Baked Beef Kibble (Beef, Beef Meal, Lentils, Chickpeas, Peas, Beef Fat, Sweet Potato, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil), Air-Dried Beef Morsels (Beef, Coconut Glycerin, Flaxseed, Coconut Oil), Beef Liver Pieces, Dried Bacillus coagulans Fermentation Product, Blueberries, Spinach, Kale, Turmeric, Cranberries, Broccoli, Pumpkin Seeds, Ginger Root, Dried Kelp, Rosemary Extract, Green Tea Extract",beef,35.0,18.0,7.0,5.0,10.0,1.3,1.0,2.5,0.5,0.15,0.1,450,4016,regular,"ethically-sourced,oven-baked,air-dried,superfood,probiotics",8.16,126.99,15.56,PetValu.ca,https://openfarmpet.com/cdn/shop/files/OF_EpicBlend_CollectionPage-Tile_Render_Beef.png,https://www.petvalu.ca/product/open-farm-epic-blend-beef-superfood-recipe-dog-food/FCM07792,2026-03-03
OpenFarm-Kind-Earth-Plant-Based,Open Farm,Kind Earth,dry,adult,all,"Plant-Based (Fava Bean,Chickpea)",FALSE,"Sweet Potato, Fava Beans, Chickpeas, Whole Grain Barley, Canola Oil, Pumpkin, Natural Flavor, Flaxseed, Coconut Oil, Dried Yeast, Dicalcium Phosphate, Calcium Carbonate, Salt, Potassium Chloride, L-Lysine, DL-Methionine, Taurine, L-Carnitine, Vitamins (Vitamin A Supplement, Vitamin D2 Supplement, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Choline Chloride, Dried Chicory Root, Rosemary Extract",grain,22.0,12.0,7.0,6.0,10.0,1.0,0.8,2.0,0.4,0.05,0.03,360,3214,regular,"plant-based,ethically-sourced,vegan",9.07,86.99,9.59,PetValu.ca,https://openfarmpet.com/cdn/shop/products/PDP_KE_Plant_01_Hero.png,https://www.petvalu.ca/product/open-farm-kind-earth-plant-based-recipe-dog-food/FCM05052,2026-03-03
Orijen-Amazing-Grains-Original,Orijen,Amazing Grains Original,dry,all,all,"Chicken,Turkey,Herring,Salmon",FALSE,"Fresh chicken (22%), raw turkey (7%), fresh chicken giblets (liver, heart, gizzard) (7%), raw whole herring (7%), raw salmon (7%), dehydrated chicken (7%), dehydrated chicken liver (7%), oat groats, whole millet, raw turkey liver (4%), dehydrated salmon (4%), fresh eggs (4%), chicken fat (4%), whole oats, ground whole flaxseed, dehydrated herring (2%), dehydrated turkey (2%), quinoa seed, chia seed, whitefish oil (1%), inulin, fresh whole pumpkin, fresh whole butternut squash, dried kelp, salt, yeast, fresh whole zucchini, fresh whole carrots, fresh whole apples, fresh whole pears, fresh kale, fresh spinach, fresh beet greens, fresh turnip greens, whole cranberries, whole blueberries, dried chicory root, turmeric, sarsaparilla root, althea root, rosehips, juniper berries","chicken,turkey,fish,egg,grain",38,18,7.5,4,12,1.5,1.1,2.8,0.8,0.2,0.15,449,3980,regular,"high-protein,ancient-grains,freeze-dried-coated,whole-prey",9.66,114.99,11.9,PetValu.ca,https://www.orijenpetfoods.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-orijen-na-master-catalog/en_CA/dw7a754bcd/ORIJEN%20Amazing%20Grains/Original/Dog/NS-ORI-AG-PDPs_1000X1000_Original-n.png,https://www.petvalu.ca/product/orijen-amazing-grains-original-dog-food/FCM07903,2026-03-03
